Thu Jul 03 14:47:38 2014    6modules_transform.stats

         2914781 function calls (2562177 primitive calls) in 5.836 CPU seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    17561    0.012    0.000    0.012    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\node_classes.py:262(__init__)
     7602    0.006    0.000    0.012    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\mixins.py:65(_get_filtered_stmts)
       10    0.000    0.000    0.012    0.001 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\manager.py:174(ast_from_module)
        3    0.000    0.000    0.012    0.004 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\builder.py:92(module_build)
        3    0.000    0.000    0.012    0.004 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\raw_building.py:214(inspect_build)
     11/3    0.001    0.000    0.011    0.004 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\raw_building.py:235(object_build)
    17680    0.011    0.000    0.011    0.000 {method 'pop' of 'list' objects}
      115    0.001    0.000    0.011    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:356(visit_compare)
      980    0.001    0.000    0.010    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\as_string.py:76(__call__)
     7585    0.008    0.000    0.010    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\bases.py:46(__getattr__)
  160/141    0.001    0.000    0.010    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:756(visit_subscript)
      6/5    0.000    0.000    0.010    0.002 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\scoped_nodes.py:642(infer_call_result)
  143/126    0.001    0.000    0.009    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:283(visit_binop)
        1    0.000    0.000    0.009    0.009 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\inference.py:241(infer_subscript)
 2151/980    0.004    0.000    0.009    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\bases.py:397(accept)
